article,section,chunk_index,question
2022 FIFA World Cup final,Post-match,18,Who handed Lionel Messi the trophy after Argentina beat France in the 2022 World Cup final?
2022 FIFA World Cup final,Post-match,18,"Was the 2022 FIFA World Cup final decided by penalties, and how many goals were scored in the tournament overall?"
2022 FIFA World Cup final,Post-match,19,Why did Lionel Messi get the Golden Ball after the 2022 World Cup final?
2022 FIFA World Cup final,Post-match,19,Which player scored a hat-trick in the World Cup final and ended up with the Golden Boot?
2022 FIFA World Cup final,Post-match,19,Who won the Golden Glove and Young Player awards after Argentina beat France in the final?
2022 FIFA World Cup final,Pre-match,9,Who was chosen to referee the 2022 World Cup final in Qatar?
2022 FIFA World Cup final,Pre-match,9,Which Polish officials were named as assistants for the 2022 FIFA World Cup final?
2022 FIFA World Cup final,Pre-match,9,"Had any Polish referee ever led a World Cup final before Szymon Marciniak, or was he the first?"
2022 FIFA World Cup final,Pre-match,10,Who were the fourth official and reserve assistant referee for the 2022 World Cup final?
2022 FIFA World Cup final,Pre-match,10,Which officials were on the video assistant referee team for the World Cup final in Qatar?
2022 FIFA World Cup final,Pre-match,10,Which world leaders and FIFA officials attended the 2022 FIFA World Cup final?
2022 FIFA World Cup final,Pre-match,11,Who performed at the 2022 World Cup final closing ceremony with Ozuna and Gims?
2022 FIFA World Cup final,Pre-match,11,Who unveiled the World Cup trophy before the 2022 final?
2022 FIFA World Cup final,Pre-match,11,Which singers performed the Argentine and French national anthems before the 2022 World Cup final?
2022 FIFA World Cup final,Route to the final,7,How did Argentina lose to Saudi Arabia in their first match at the 2022 World Cup?
2022 FIFA World Cup final,Route to the final,7,Who scored for Argentina in their 2–0 win over Mexico in the group stage?
2022 FIFA World Cup final,Route to the final,7,How did Argentina beat Croatia to reach the 2022 World Cup final?
2022 FIFA World Cup final,Route to the final,8,"How did France do against Australia, Denmark, and Tunisia in the group stage of the 2022 World Cup in Qatar?"
2022 FIFA World Cup final,Route to the final,8,Which players scored for France in their 3-1 win over Poland in the round of 16?
2022 FIFA World Cup final,Route to the final,8,Who did France beat in the quarter-finals and semi-finals on their way to the 2022 World Cup final?
2022 FIFA World Cup final,Venue,6,"Where was the 2022 FIFA World Cup final played, and how far is Lusail Stadium from central Doha?"
2022 FIFA World Cup final,Venue,6,Which stadium was chosen to host the 2022 World Cup final in Qatar?
2022 FIFA World Cup final,Venue,6,When was Lusail Stadium confirmed as the venue for the World Cup final?
2022 FIFA World Cup knockout stage,Final,25,"How many times had Argentina and France played each other before the 2022 World Cup final, and what was their head-to-head record?"
2022 FIFA World Cup knockout stage,Final,25,"When was the last World Cup meeting between Argentina and France before the 2022 final, and what was the score?"
2022 FIFA World Cup knockout stage,Final,25,What were France and Argentina both trying to achieve in the 2022 World Cup final in Qatar?
2022 FIFA World Cup knockout stage,Final,26,How did Argentina beat France in the 2022 World Cup final after Kylian Mbappé dragged the match to penalties?
2022 FIFA World Cup knockout stage,Final,26,"Who scored the hat-trick for France in the World Cup final against Argentina, and what record did he set?"
2022 FIFA World Cup knockout stage,Final,26,What world title did Argentina win by defeating France in the 2022 FIFA World Cup final?
2022 FIFA World Cup knockout stage,Final,27,What World Cup record did Lionel Messi break in the 2022 final against France by appearing in his 26th match?
2022 FIFA World Cup knockout stage,Final,27,How did Lionel Messi become the first player to score in every round of a World Cup from the group stage through the final?
2022 FIFA World Cup knockout stage,Final,27,"What awards did Lionel Messi win after the 2022 World Cup final, and how many Player of the Match honors did he get in the tournament?"
2022 FIFA World Cup knockout stage,Format,1,How many teams reached the knockout stage of the 2022 FIFA World Cup after the group stage?
2022 FIFA World Cup knockout stage,Format,1,What happened if a knockout match at the 2022 FIFA World Cup was tied after 90 minutes?
2022 FIFA World Cup knockout stage,Format,1,How was a knockout game at the 2022 FIFA World Cup decided if it was still level after extra time?
2022 FIFA World Cup knockout stage,Introduction,0,"When was the knockout stage of the 2022 FIFA World Cup played, and where was the final held between Argentina and France?"
2022 FIFA World Cup knockout stage,Introduction,0,"How many matches were played in the 2022 World Cup knockout stage, including the third-place game?"
2022 FIFA World Cup knockout stage,Introduction,0,Which team became the first African and first Arab country to reach a World Cup semi-final after beating Spain and Portugal?
2022 FIFA World Cup knockout stage,Match for third place,23,"How did Croatia beat Morocco in the 2022 World Cup third-place match, and who scored the winning goal?"
2022 FIFA World Cup knockout stage,Match for third place,23,What happened in the Croatia vs Morocco game for third place at Qatar 2022 after the two teams drew 0-0 in the group stage?
2022 FIFA World Cup knockout stage,Match for third place,23,Which Croatia player scored the decisive goal against Morocco to secure third place at the 2022 FIFA World Cup?
2022 FIFA World Cup knockout stage,Match for third place,24,"Which team finished third at the 2022 World Cup, continuing Europe's run of third-place finishes for an 11th straight tournament?"
2022 FIFA World Cup knockout stage,Match for third place,24,"What was Morocco's highest-ever World Cup finish after the 2022 knockout stage, and how did it compare with other African teams?"
2022 FIFA World Cup knockout stage,Match for third place,24,"Since South Korea in 2002, which team matched the best World Cup result by a side outside UEFA and CONMEBOL?"
2022 FIFA World Cup knockout stage,Quarter-finals,13,How did Croatia knock Brazil out of the 2022 World Cup quarter-finals on penalties?
2022 FIFA World Cup knockout stage,Quarter-finals,13,Who scored for Brazil and Croatia in the World Cup quarter-final between Brazil and Croatia in Qatar?
2022 FIFA World Cup knockout stage,Quarter-finals,13,How many saves did Dominik Livaković make against Brazil in Croatia's quarter-final win?
2022 FIFA World Cup knockout stage,Quarter-finals,14,"Which team knocked Brazil out of the 2022 World Cup quarter-finals, and what did that result mean for Croatia's run?"
2022 FIFA World Cup knockout stage,Quarter-finals,14,"How many times had Brazil lost to a European side in the World Cup after their 2002 win over Germany, according to this passage?"
2022 FIFA World Cup knockout stage,Quarter-finals,14,"When Argentina and the Netherlands met in the 2022 World Cup quarter-finals, how many times had they played each other before, and what was their World Cup head-to-head record?"
2022 FIFA World Cup knockout stage,Quarter-finals,15,How did Argentina beat the Netherlands in the 2022 World Cup quarter-finals after Wout Weghorst forced extra time?
2022 FIFA World Cup knockout stage,Quarter-finals,15,Who scored Argentina's goals against the Netherlands in the World Cup quarter-final that ended 4-3 on penalties?
2022 FIFA World Cup knockout stage,Quarter-finals,15,Which Netherlands players had their first two penalty kicks saved by Emiliano Martínez in the shoot-out against Argentina?
2022 FIFA World Cup knockout stage,Quarter-finals,16,"Why was the Argentina vs. Netherlands quarter-final at the 2022 World Cup nicknamed the ""Battle of Lusail""?"
2022 FIFA World Cup knockout stage,Quarter-finals,16,"How many yellow cards were shown in the Argentina-Netherlands quarter-final, and was that a World Cup record?"
2022 FIFA World Cup knockout stage,Quarter-finals,16,Which referee got criticized for losing control of the Argentina vs. Netherlands match at Lusail?
2022 FIFA World Cup knockout stage,Quarter-finals,17,Who scored the only goal when Morocco beat Portugal 1–0 in the 2022 World Cup quarter-finals?
2022 FIFA World Cup knockout stage,Quarter-finals,17,What happened to American sportswriter Grant Wahl during the Morocco vs. Portugal quarter-final in Qatar?
2022 FIFA World Cup knockout stage,Quarter-finals,17,Which Moroccan defender was sent off against Portugal after picking up two yellow cards in quick succession?
2022 FIFA World Cup knockout stage,Quarter-finals,18,What made Morocco's World Cup quarter-final win historic in the 2022 tournament?
2022 FIFA World Cup knockout stage,Quarter-finals,18,"How many times had England and France played each other before the 2022 World Cup quarter-finals, and what was their head-to-head record?"
2022 FIFA World Cup knockout stage,Quarter-finals,18,How did England do against France in their two previous World Cup meetings before the 2022 quarter-final?
2022 FIFA World Cup knockout stage,Quarter-finals,19,"How did France beat England in the 2022 World Cup quarter-final, and who scored the winning goals?"
2022 FIFA World Cup knockout stage,Quarter-finals,19,Which player missed a late penalty for England against France in the quarter-finals of the 2022 World Cup?
2022 FIFA World Cup knockout stage,Quarter-finals,19,"Who did France eliminate to reach the 2022 World Cup semi-finals, and what was the final score?"
2022 FIFA World Cup knockout stage,Round of 16,4,"How did the Netherlands beat the United States in the 2022 World Cup round of 16, and who scored for the Dutch side?"
2022 FIFA World Cup knockout stage,Round of 16,4,"Who gave the Netherlands a 2-0 lead against the United States in Qatar with a first-half goal, and what minute was it?"
2022 FIFA World Cup knockout stage,Round of 16,4,What was the latest result between Argentina and the Netherlands before the 2022 World Cup knockout stage?
2022 FIFA World Cup knockout stage,Round of 16,5,"How did Lionel Messi score in his 1,000th career game against Australia at the 2022 World Cup, and was it his first knockout-stage goal?"
2022 FIFA World Cup knockout stage,Round of 16,5,What mistake by Mathew Ryan led to Julián Álvarez scoring Argentina's second goal against Australia in the round of 16?
2022 FIFA World Cup knockout stage,Round of 16,5,"Which earlier World Cup match did Poland beat France in 3–2, and what was that game for?"
2022 FIFA World Cup knockout stage,Round of 16,6,"How did France beat Poland in the 2022 World Cup round of 16, and who scored for France and Poland?"
2022 FIFA World Cup knockout stage,Round of 16,6,Which goal let Olivier Giroud break France’s all-time scoring record against Poland at the 2022 World Cup?
2022 FIFA World Cup knockout stage,Round of 16,6,Why was Robert Lewandowski’s late penalty against France retaken in the World Cup knockout match?
2022 FIFA World Cup knockout stage,Round of 16,7,How did England score its first goal against Senegal in the round of 16 at the 2022 World Cup?
2022 FIFA World Cup knockout stage,Round of 16,7,Who assisted Harry Kane’s goal for England against Senegal in first-half stoppage time?
2022 FIFA World Cup knockout stage,Round of 16,7,What was the most recent previous meeting between Croatia and Japan before the 2022 World Cup knockout stage?
2022 FIFA World Cup knockout stage,Round of 16,8,How did Croatia beat Japan in the 2022 World Cup Round of 16 after it ended 1-1?
2022 FIFA World Cup knockout stage,Round of 16,8,Who scored Japan's goal and who equalized for Croatia in their World Cup knockout match?
2022 FIFA World Cup knockout stage,Round of 16,8,Which goalkeeper saved three Japan penalties in Croatia's shootout win at the 2022 World Cup?
2022 FIFA World Cup knockout stage,Round of 16,9,Who scored Brazil's first goal against South Korea in the Round of 16 at the 2022 World Cup?
2022 FIFA World Cup knockout stage,Round of 16,9,"How did Brazil beat South Korea in the 2022 World Cup Round of 16, and who scored the goals?"
2022 FIFA World Cup knockout stage,Round of 16,9,"Which two teams had met three times before the World Cup match mentioned in the passage, and what was the result of their most recent meeting?"
2022 FIFA World Cup knockout stage,Round of 16,10,"How did Morocco beat Spain in the 2022 World Cup round of 16, and who took the winning penalty?"
2022 FIFA World Cup knockout stage,Round of 16,10,Which Spanish players had their penalties saved by Yassine Bounou in Morocco's shootout win over Spain?
2022 FIFA World Cup knockout stage,Round of 16,10,What records did Morocco set by reaching the World Cup quarter-finals after eliminating Spain?
2022 FIFA World Cup knockout stage,Round of 16,11,Why was Cristiano Ronaldo left out of Portugal's starting XI against Switzerland in the World Cup round of 16?
2022 FIFA World Cup knockout stage,Round of 16,11,Who became the first player to score a hat-trick at the 2022 World Cup in Portugal's win over Switzerland?
2022 FIFA World Cup knockout stage,Round of 16,11,How did Portugal beat Switzerland to reach the World Cup quarter-finals for the first time since 2006?
2022 FIFA World Cup knockout stage,Round of 16,12,How bad was Switzerland's biggest-ever World Cup defeat in the round of 16 against Portugal at the 2022 tournament?
2022 FIFA World Cup knockout stage,Round of 16,12,Who became the oldest player ever to score in a World Cup knockout-stage match when Portugal played Switzerland in 2022?
2022 FIFA World Cup knockout stage,Round of 16,12,"Which player is older than Pepe as the only older scorer in World Cup history, and when did he score?"
2022 FIFA World Cup knockout stage,Semi-finals,20,"How did Argentina beat Croatia in the 2022 World Cup semi-final, and who scored the goals?"
2022 FIFA World Cup knockout stage,Semi-finals,20,What happened after Dominik Livaković fouled Julián Álvarez in Argentina vs Croatia at the World Cup semi-final?
2022 FIFA World Cup knockout stage,Semi-finals,20,Which World Cup scoring record did Lionel Messi break in the Argentina-Croatia semi-final?
2022 FIFA World Cup knockout stage,Semi-finals,21,"Who did France beat in the 2022 World Cup semi-finals, and who scored the opening goal for them?"
2022 FIFA World Cup knockout stage,Semi-finals,21,What player gave France the early lead against Morocco in the World Cup semi-final with a volley from a tight angle?
2022 FIFA World Cup knockout stage,Semi-finals,21,Which Moroccan captain had to leave the semi-final against France after only 21 minutes because of injury?
2022 FIFA World Cup opening ceremony,Ceremony,1,Who was the Italian creative director that helped produce the Qatar 2022 World Cup opening ceremony with Ahmed Al Baker?
2022 FIFA World Cup opening ceremony,Ceremony,1,What was the main message behind the 2022 FIFA World Cup opening ceremony in Qatar?
2022 FIFA World Cup opening ceremony,Ceremony,1,What happened when Morgan Freeman spoke with Ghanim Al-Muftah during the World Cup opening ceremony?
2022 FIFA World Cup opening ceremony,Ceremony,2,What was the main theme of the 2022 FIFA World Cup opening ceremony in Qatar according to FIFA?
2022 FIFA World Cup opening ceremony,Ceremony,2,"During the opening ceremony, who did Ghanim Al-Muftah speak with in the ""To Get to Know"" segment?"
2022 FIFA World Cup opening ceremony,Ceremony,2,Which Quran verse did Ghanim Al-Muftah recite during the World Cup opening ceremony?
2022 FIFA World Cup opening ceremony,Ceremony,3,"What happened in the ""Dreamers"" part of the 2022 FIFA World Cup opening ceremony in Qatar?"
2022 FIFA World Cup opening ceremony,Ceremony,3,"Which former Qatari ruler appeared in the historical film shown during the ""Roots of the Dream"" segment of the opening ceremony?"
2022 FIFA World Cup opening ceremony,Ceremony,3,"Who gave the speech in the final ""Here and Now"" section of the 2022 FIFA World Cup opening ceremony?"
2022 FIFA World Cup opening ceremony,Controversies,6,Why did the BBC not show the 2022 FIFA World Cup opening ceremony on TV in the UK?
2022 FIFA World Cup opening ceremony,Controversies,6,Did the BBC air the Qatar 2022 World Cup opening ceremony on its TV channel or only online?
2022 FIFA World Cup opening ceremony,Controversies,6,What was the BBC’s reason for avoiding a television broadcast of the World Cup opening ceremony?
2022 FIFA World Cup opening ceremony,Dignitaries in attendance,4,Which foreign leaders and officials showed up at the 2022 FIFA World Cup opening ceremony in Qatar?
2022 FIFA World Cup opening ceremony,Dignitaries in attendance,4,Did António Guterres attend the opening ceremony of the 2022 World Cup in Qatar?
2022 FIFA World Cup opening ceremony,Dignitaries in attendance,4,Was King Abdullah II of Jordan among the dignitaries at the Qatar 2022 World Cup opening ceremony?
2022 FIFA World Cup opening ceremony,Dignitaries in attendance,5,Which heads of state were present at the 2022 World Cup opening ceremony in Qatar?
2022 FIFA World Cup opening ceremony,Dignitaries in attendance,5,Was Mahmoud Abbas among the dignitaries who attended the World Cup opening ceremony in Doha?
2022 FIFA World Cup opening ceremony,Dignitaries in attendance,5,Who represented Saudi Arabia at the opening ceremony of the 2022 FIFA World Cup?
2022 FIFA World Cup opening ceremony,Introduction,0,Where was the 2022 FIFA World Cup opening ceremony held before Qatar played Ecuador?
2022 FIFA World Cup opening ceremony,Introduction,0,Which celebrities appeared at the 2022 FIFA World Cup opening ceremony in Al Khor?
2022 FIFA World Cup opening ceremony,Introduction,0,Who performed at the 2022 FIFA World Cup opening ceremony in Qatar?
List of 2022 FIFA World Cup controversies,Boycotts,42,Why did Tromsø IL call for a boycott of the 2022 World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Boycotts,42,What did Reinhard Grindel say in 2017 about the possibility of Germany boycotting the World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Boycotts,42,Did Belgium coach Roberto Martínez support a boycott of the Qatar 2022 tournament?
List of 2022 FIFA World Cup controversies,Boycotts,43,Why did Paris join other French cities in boycotting broadcasts of the 2022 World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Boycotts,43,Did the German Football Association decide to boycott the 2022 World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Boycotts,43,Which German club fans showed boycott banners against the Qatar World Cup in November 2022?
List of 2022 FIFA World Cup controversies,Boycotts,44,Why did Cologne-based supermarket chain REWE end its partnership with the German Football Association during the 2022 World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Boycotts,44,What did REWE’s CEO Lionel Souque say about FIFA’s actions at the start of the tournament when the company dropped the DFB?
List of 2022 FIFA World Cup controversies,Boycotts,44,On what date did REWE cut all ties with the German Football Association at the 2022 FIFA World Cup?
List of 2022 FIFA World Cup controversies,Human rights concern,2,What did FIFA say about Qatar’s progress on the human-rights recommendations it set out in 2017 before the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Human rights concern,2,How did the International Labour Organization respond to claims that World Cup stadium construction in Qatar caused lots of worker deaths?
List of 2022 FIFA World Cup controversies,Human rights concern,2,What worker-support measure in Qatar had reportedly paid out about US$320 million to victims by November 2022?
List of 2022 FIFA World Cup controversies,Introduction,0,Why did FIFA’s decision to give Qatar the 2022 World Cup draw so much criticism from human rights groups and media outlets?
List of 2022 FIFA World Cup controversies,Introduction,0,"What controversies were raised about Qatar’s World Cup bid, including bribery allegations and FIFA corruption claims?"
List of 2022 FIFA World Cup controversies,Introduction,0,"Why did several countries, clubs, and players consider boycotting the 2022 World Cup in Qatar?"
List of 2022 FIFA World Cup controversies,Introduction,1,How has Gianni Infantino defended Qatar's role as host of the 2022 FIFA World Cup?
List of 2022 FIFA World Cup controversies,Introduction,1,Why have some people argued that Qatar was treated more harshly than Russia and China over World Cup hosting controversies?
List of 2022 FIFA World Cup controversies,Introduction,1,What has made the 2022 FIFA World Cup in Qatar one of the most controversial tournaments in FIFA World Cup history?
List of 2022 FIFA World Cup controversies,Iranian protests,27,Why were people calling to ban Iran from the 2022 FIFA World Cup in October 2022?
List of 2022 FIFA World Cup controversies,Iranian protests,27,What happened to Iranian women trying to attend a World Cup qualifier in March 2022?
List of 2022 FIFA World Cup controversies,Iranian protests,27,When were Iranian women first allowed back into a stadium for a World Cup qualifier after the 1979 revolution?
List of 2022 FIFA World Cup controversies,Iranian protests,28,Why did some Iranian supporters refuse to back their national team at the 2022 World Cup opening match against England?
List of 2022 FIFA World Cup controversies,Iranian protests,28,What did the Iranian team do before the England game at the Qatar World Cup in response to the Mahsa Amini protests?
List of 2022 FIFA World Cup controversies,Iranian protests,28,Why did the Welsh government say it would boycott Wales's Group B match against Iran in 2022?
List of 2022 FIFA World Cup controversies,Iranian protests,29,"What happened to Iranian fans showing Women, Life, Freedom signs and pre-revolution flags at the Iran vs Wales World Cup match in Qatar?"
List of 2022 FIFA World Cup controversies,Iranian protests,29,Why were Iranian supporters at the Ahmad bin Ali Stadium stopped from bringing banners and shirts about Mahsa Amini to the Iran–Wales game?
List of 2022 FIFA World Cup controversies,Iranian protests,29,How did Qatar and stadium security handle protests by Iranian fans during the Iran vs Wales Group B match at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Iranian protests,30,What happened to the Iranian players before their final World Cup game against the United States if they refused to sing the anthem or support the protests?
List of 2022 FIFA World Cup controversies,Iranian protests,30,Did Iran sing the national anthem before losing 1–0 to the United States and getting knocked out of the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Iranian protests,30,"What did Qatari police do to an Iranian fan wearing a Woman, Life, Freedom shirt during the World Cup?"
List of 2022 FIFA World Cup controversies,LGBTQ issues,3,Why was Qatar's hosting of the 2022 World Cup criticized over LGBTQ issues?
List of 2022 FIFA World Cup controversies,LGBTQ issues,3,What happened when European captains planned to wear rainbow armbands at the 2022 FIFA World Cup in Qatar?
List of 2022 FIFA World Cup controversies,LGBTQ issues,3,Why did FIFA threaten yellow cards for captains wearing rainbow-coloured armbands at the World Cup?
List of 2022 FIFA World Cup controversies,LGBTQ issues,4,Why were security officials at Qatar World Cup stadiums taking away rainbow clothing and flags from fans?
List of 2022 FIFA World Cup controversies,LGBTQ issues,4,Was American journalist Grant Wahl detained at the 2022 FIFA World Cup for wearing a shirt with a rainbow on it?
List of 2022 FIFA World Cup controversies,LGBTQ issues,4,Did Qatar stadium security intimidate supporters over rainbow or Pride-themed items during the World Cup?
List of 2022 FIFA World Cup controversies,Match incidents,45,What did Granit Xhaka do during the Serbia vs Switzerland World Cup match that upset the Serbian bench?
List of 2022 FIFA World Cup controversies,Match incidents,45,Why did FIFA issue a public warning during the Serbia-Switzerland game at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Match incidents,45,Which Serbian player was booked after arguing with Granit Xhaka at the end of the match against Switzerland?
List of 2022 FIFA World Cup controversies,Match incidents,46,Why did Granit Xhaka upset Serbian fans after Switzerland beat Serbia at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Match incidents,46,What disciplinary action did FIFA take against Serbia after its match with Switzerland in Qatar?
List of 2022 FIFA World Cup controversies,Match incidents,46,Which FIFA rules were Serbia accused of breaking after the Switzerland game at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Match incidents,47,What happened to Canadian goalkeeper Milan Borjan during Croatia’s match against Canada at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Match incidents,47,Why were Croatian fans accused of xenophobic chanting in the Croatia vs. Canada Group F game in Qatar?
List of 2022 FIFA World Cup controversies,Match incidents,47,How did Croatian supporters target Milan Borjan and his wife during and after the World Cup match?
List of 2022 FIFA World Cup controversies,Match incidents,48,"Why did FIFA fine the Croatian Football Federation 50,000 Swiss francs after Croatia’s World Cup matches?"
List of 2022 FIFA World Cup controversies,Match incidents,48,What happened when someone ran onto the field during Portugal vs Uruguay at the 2022 World Cup carrying a rainbow flag?
List of 2022 FIFA World Cup controversies,Match incidents,48,Who interrupted the Tunisia vs France match by running onto the pitch with a Palestinian flag?
List of 2022 FIFA World Cup controversies,Match incidents,49,"Why was Ao Tanaka's goal for Japan against Spain in the Group E match allowed to stand after VAR review on December 1, 2022?"
List of 2022 FIFA World Cup controversies,Match incidents,49,How did Japan's controversial second goal against Spain affect Group E and Germany's World Cup exit?
List of 2022 FIFA World Cup controversies,Match incidents,49,What was unusual about Antonio Mateu Lahoz's officiating in the Netherlands vs Argentina quarter-final at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Match incidents,50,What caused the on-field fight between Argentina and the Netherlands after Leandro Paredes kicked the ball at the Dutch bench in their World Cup match?
List of 2022 FIFA World Cup controversies,Match incidents,50,Why did Lionel Messi want FIFA to ban referee Mateu Lahoz after Argentina played the Netherlands at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Match incidents,50,What did Lionel Messi say about Louis van Gaal and the Netherlands’ style of play after Argentina’s World Cup game against them?
List of 2022 FIFA World Cup controversies,Match incidents,51,Why did Dutch players crowd Lautaro Martínez before his penalty in Argentina’s shootout against the Netherlands?
List of 2022 FIFA World Cup controversies,Match incidents,51,What happened after Argentina beat the Netherlands in the World Cup quarter-final penalty shootout?
List of 2022 FIFA World Cup controversies,Match incidents,51,What did Lionel Messi say to Wout Weghorst during his post-match interview after Argentina’s win over the Netherlands?
List of 2022 FIFA World Cup controversies,Media incidents,35,What happened to a TV 2 Denmark reporter while he was broadcasting live from Katara Cultural Village before the World Cup started?
List of 2022 FIFA World Cup controversies,Media incidents,35,Why did RTÉ journalist Tony O'Donoghue say Qatari police stopped him from filming in Qatar on 17 November?
List of 2022 FIFA World Cup controversies,Media incidents,35,How did Qatari security respond when Argentine presenter Álvarez was doing a live broadcast in Barwa Village during the World Cup?
List of 2022 FIFA World Cup controversies,Media incidents,36,What happened to journalist Grant Wahl while he was covering the Netherlands vs. Argentina match at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Media incidents,36,"Why did Álvarez say he felt frightened while working at the World Cup, and what did the official allegedly threaten to do?"
List of 2022 FIFA World Cup controversies,Media incidents,36,What did the TV crew in Argentina complain about after being blocked from filming during the live World Cup broadcast?
List of 2022 FIFA World Cup controversies,Media incidents,37,What caused Grant Wahl to die while he was covering the 2022 World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Media incidents,37,Did Grant Wahl’s brother still think foul play was involved after the autopsy report came out?
List of 2022 FIFA World Cup controversies,Media incidents,37,Why did CCTV keep cutting away from crowd shots during its World Cup coverage in China?
List of 2022 FIFA World Cup controversies,Media incidents,38,"Why did Algeria's state TV skip coverage of Morocco's wins at the 2022 World Cup, including the Belgium and Spain matches?"
List of 2022 FIFA World Cup controversies,Media incidents,38,What happened to Chabane Lounakel after TV3 showed Morocco beating Portugal in the quarter-finals?
List of 2022 FIFA World Cup controversies,Media incidents,38,Which media outlets were criticized for racist coverage of the Morocco team during the Qatar World Cup?
List of 2022 FIFA World Cup controversies,Media incidents,39,Why did Jimmy Hartwig get criticised after talking about Japan on Welt during the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Media incidents,39,What was racist about TV 2's discussion of Moroccan players and their mothers during the World Cup?
List of 2022 FIFA World Cup controversies,Media incidents,39,Why did Qatar's World Cup chief Hassan Al Thawadi say the BBC's tournament coverage was extremely racist?
List of 2022 FIFA World Cup controversies,Media incidents,40,"What did Jürgen Klinsmann say about Iran after its 2–0 win over Wales at the 2022 World Cup, and why did it cause controversy?"
List of 2022 FIFA World Cup controversies,Media incidents,40,How did Gary Lineker respond to claims from Qatar's World Cup organisers that he refused to meet with them?
List of 2022 FIFA World Cup controversies,Media incidents,40,What did Gary Lineker say about the United States while wrapping up his commentary on the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Opening ceremony and anthem,25,Why did Dua Lipa and Shakira refuse to perform at the Qatar World Cup opening ceremony and anthem project?
List of 2022 FIFA World Cup controversies,Opening ceremony and anthem,25,Why was David Beckham criticized by LGBT groups in the UK over his role in the 2022 FIFA World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Opening ceremony and anthem,25,"What controversy surrounded Nicki Minaj, Maluma, and Myriam Fares after they agreed to perform the World Cup anthem ""Tukoh Taka""?"
List of 2022 FIFA World Cup controversies,Opening ceremony and anthem,26,Why was Morgan Freeman criticised for taking part in the 2022 World Cup opening ceremony in Qatar?
List of 2022 FIFA World Cup controversies,Opening ceremony and anthem,26,What did media outlets and social media users compare Morgan Freeman to after the World Cup opening ceremony appearance?
List of 2022 FIFA World Cup controversies,Opening ceremony and anthem,26,Which actor faced backlash over his role in the 2022 FIFA World Cup opening ceremony because of his Nelson Mandela performance in Invictus?
List of 2022 FIFA World Cup controversies,Post-match incidents,52,What punishment did FIFA give the Serbia Football Association after the Kosovo flag was seen in Serbia's locker room during the Brazil game at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Post-match incidents,52,Why did the Football Association of Kosovo complain to FIFA after Brazil played Serbia in Group G in Qatar?
List of 2022 FIFA World Cup controversies,Post-match incidents,52,What happened in several Belgian and Dutch cities after Morocco beat Belgium at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Post-match incidents,53,What happened after the Morocco vs France semi-final that led to unrest in French cities and Rotterdam?
List of 2022 FIFA World Cup controversies,Post-match incidents,53,Why did Uruguayan players confront the referee after their 2–0 win over Ghana at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Post-match incidents,53,Which Uruguayan player pushed over the VAR monitor after the final whistle against Ghana?
List of 2022 FIFA World Cup controversies,Post-match incidents,54,"What penalties were Fernando Muslera, José María Giménez, Edinson Cavani and Diego Godín given after Uruguay's World Cup post-match incident?"
List of 2022 FIFA World Cup controversies,Post-match incidents,54,How was the Uruguayan football federation punished after the incidents following Uruguay's match?
List of 2022 FIFA World Cup controversies,Post-match incidents,54,What happened when Samuel Eto'o was filmed attacking a man outside Stadium 974 after Cameroon played Brazil at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Post-match incidents,55,Why did some people criticize the bisht that Qatari Emir Sheikh Tamim bin Hamad Al Thani put on Lionel Messi after Argentina won the World Cup final?
List of 2022 FIFA World Cup controversies,Post-match incidents,55,"What did Emiliano Martínez do with the Golden Glove trophy after Argentina beat France, and why did people think it was rude?"
List of 2022 FIFA World Cup controversies,Post-match incidents,55,Why were fans upset about Nusret Gökçe being on the pitch with the Argentina players after the 2022 World Cup final?
List of 2022 FIFA World Cup controversies,Pre-tournament,5,Why did people criticize Qatar's tournament stadium pitch maintenance and water use before the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Pre-tournament,5,"What was controversial about Stadium 974 being promoted as a moveable, carbon-neutral World Cup stadium in Qatar?"
